GRIDCODE,CVENTMUN,POB  RURAL EN CELL,POB_TOTxMUN,Frur
194450,13008,18,15921,0.001130582
194481,21211,1409,4701,0.299723463
194456,13007,5,6492,0.000770179
194432,15081,32,7647,0.004184648
194502,30177,24,8846,0.002713091
194498,30156,21,4624,0.004541522
194503,30187,163,4250,0.038352941
194315,16085,396,14007,0.028271578
194507,30057,243,10047,0.024186324
194401,15014,2843,45190,0.062912149
194506,30106,276,1189,0.232127839
194425,15023,218,3353,0.065016403
194227,14068,63,6346,0.009927513
194832,23002,1,33796,2.96E-05
194222,14068,21,6346,0.003309171
194511,30057,14,10047,0.001393451
194386,16050,759,37620,0.020175439
194443,15016,346,10630,0.032549389
194332,16107,915,14221,0.064341467
194418,15112,1554,31701,0.049020536
194509,30057,74,10047,0.007365383
194482,21211,310,4701,0.065943416
194400,15014,2331,45190,0.051582208
194247,14015,4,12177,0.000328488
194505,30106,66,1189,0.055508831
194357,16088,401,40687,0.009855728
194465,21053,136,35466,0.003834659
194336,16107,1,14221,7.03E-05
194406,15056,839,15955,0.052585396
194759,4006,10,23309,0.000429019
194491,30086,832,27437,0.030324015
194462,21053,20,35466,0.00056392
194294,14069,1,7140,0.000140056
194328,16107,121,14221,0.008508544
194305,16019,166,6084,0.027284681
194250,14037,2,2921,0.000684697
194384,16080,73,15720,0.004643766
194355,16088,686,40687,0.016860422
194456,13007,1,6492,0.000154036
194451,13008,96,15921,0.006029772
194251,14037,1,2921,0.000342349
194229,14068,18,6346,0.002836432
194519,30009,2,17065,0.000117199
194465,21053,275,35466,0.007753905
194386,16050,176,37620,0.004678363
194371,16110,346,23603,0.014659153
194251,14037,1,2921,0.000342349
194510,30057,5,10047,0.000497661
194330,16107,913,14221,0.06420083
194430,15120,442,25367,0.017424213
194441,15061,6,1454,0.004126547
194275,14079,248,1677,0.147883125
194253,14037,5,2921,0.001711743
194363,16040,648,6580,0.098480243
194511,30057,658,10047,0.065492187
194362,16040,170,6580,0.025835866
194299,14069,34,7140,0.004761905
194291,14059,7,5360,0.00130597
194457,13007,4,6492,0.000616143
194338,16016,1104,16627,0.066398027
194500,30156,56,4624,0.012110727
194334,16107,3,14221,0.000210956
194448,13061,13,7864,0.001653103
194216,14100,1,17862,5.60E-05
194396,15064,395,28670,0.013777468
194477,21212,170,14615,0.011631885
194319,16085,710,14007,0.050688941
194362,16003,5,12106,0.000413018
194475,21172,231,21410,0.010789351
194502,30177,22,8846,0.002487
194492,30010,1779,40674,0.043738014
194451,13008,322,15921,0.02022486
194228,14068,9,6346,0.001418216
194244,14015,334,12177,0.027428759
194435,15084,31,7871,0.003938508
194245,14015,38,12177,0.003120637
194495,30010,461,40674,0.011334022
194479,21212,41,14615,0.002805337
194489,21199,150,21694,0.006914354
194504,30187,77,4250,0.018117647
194490,21199,454,21694,0.020927445
194446,13072,176,2730,0.064468864
194337,16107,1575,14221,0.110751705
194386,16080,1581,15720,0.100572519
194448,13061,6,7864,0.00076297
194473,21172,83,21410,0.003876693
194461,21053,125,35466,0.003524502
194304,16019,264,6084,0.043392505
194360,16003,4,12106,0.000330415
194248,14015,2,12177,0.000164244
194503,30187,8,4250,0.001882353
194407,15056,2441,15955,0.152992792
194499,30156,17,4624,0.003676471
194460,21053,414,35466,0.011673152
194430,15120,71,25367,0.002798912
194452,13008,47,15921,0.002952076
194306,16019,10,6084,0.001643655
194245,14015,7,12177,0.000574854
194430,15120,14,25367,0.000551898
194812,23002,2,33796,5.92E-05
194289,14085,37,15709,0.002355338
194233,14068,272,6346,0.042861645
194513,30009,649,17065,0.038031058
194449,13061,2,7864,0.000254323
194480,21212,220,14615,0.015053028
194237,14068,1,6346,0.00015758
194489,21199,1048,21694,0.048308288
194430,15120,974,25367,0.038396342
194490,21199,123,21694,0.00566977
194412,15026,74,14787,0.005004396
194484,21186,77,31554,0.002440261
194496,30010,328,40674,0.00806412
194494,30010,162,40674,0.003982888
194501,30177,6,8846,0.000678273
194412,15026,1131,14787,0.076486103
194394,15064,1737,28670,0.060585978
194460,21053,26,35466,0.000733096
194491,30086,269,27437,0.009804279
194508,30057,23,10047,0.002289241
194432,15081,12,7647,0.001569243
194245,14015,3,12177,0.000246366
194512,30057,36,10047,0.003583159
194505,30106,16,1189,0.013456686
194487,21054,53,13062,0.004057572
194457,13007,6,6492,0.000924214
194437,15084,9,7871,0.001143438
194462,21053,114,35466,0.003214346
194500,30177,153,8846,0.017295953
194496,30010,34,40674,0.000835915
194422,15035,7,10672,0.000655922
194249,14015,6,12177,0.000492732
194390,16093,591,24057,0.024566654
194354,16088,2,40687,4.92E-05
194394,15064,1401,28670,0.048866411
194249,14037,6,2921,0.002054091
194392,15064,817,28670,0.028496686
194493,30010,720,40674,0.017701726
194432,15120,12,25367,0.000473056
194259,14102,136,2433,0.055898068
194314,16085,393,14007,0.0280574
194446,13072,1171,2730,0.428937729
194454,13007,168,6492,0.025878004
194373,16110,5,23603,0.000211837
194355,16088,2,40687,4.92E-05
194456,13007,2,6492,0.000308071
194403,15014,883,45190,0.019539721
194504,30187,245,4250,0.057647059
194495,30010,139,40674,0.003417417
194721,4004,1,27717,3.61E-05
194503,30187,20,4250,0.004705882
194510,30057,2,10047,0.000199064
194726,4004,294,27717,0.010607209
194445,13072,1,2730,0.0003663
194521,30009,3,17065,0.000175798
194448,13061,109,7864,0.013860631
194489,21199,1490,21694,0.068682585
194362,16003,6,12106,0.000495622
194344,16016,344,16627,0.02068924
194482,21211,1071,4701,0.227823867
194345,16037,305,5417,0.056304227
194409,15056,7,15955,0.000438734
194490,21199,1240,21694,0.057158661
194476,21212,157,14615,0.010742388
194298,14069,51,7140,0.007142857
194391,16093,140,24057,0.005819512
194402,15014,726,45190,0.016065501
194379,16050,216,37620,0.005741627
194382,16050,5,37620,0.000132908
194720,4004,1,27717,3.61E-05
194295,14069,3,7140,0.000420168
194288,14085,5,15709,0.000318289
194479,21212,928,14615,0.063496408
194412,15026,557,14787,0.037668222
194259,14102,4,2433,0.001644061
194350,16053,2,67433,2.97E-05
194457,13007,3,6492,0.000462107
194368,16110,1326,23603,0.056179299
194461,21053,8,35466,0.000225568
194449,13061,3,7864,0.000381485
194402,15014,1415,45190,0.031312237
194472,21172,60,21410,0.002802429
194463,21053,1193,35466,0.03363785
194328,16107,588,14221,0.041347303
194511,30057,819,10047,0.081516871
194305,16019,161,6084,0.026462853
194419,13063,766,25147,0.03046089
194491,30086,1212,27437,0.044173926
194466,21053,31,35466,0.000874077
194499,30156,209,4624,0.045198962
194446,13072,4,2730,0.001465201
194286,14085,311,15709,0.019797568
194448,13061,1,7864,0.000127162
194490,21199,170,21694,0.007836268
194245,14015,1,12177,8.21E-05
194244,14015,3,12177,0.000246366
194289,14085,15,15709,0.000954867
194346,16037,474,5417,0.087502308
194463,21053,127,35466,0.003580894
194497,30107,177,2662,0.06649136
194483,21186,640,31554,0.02028269
194521,30009,1,17065,5.86E-05
194259,14102,5,2433,0.002055076
194227,14068,12,6346,0.001890955
194383,16050,303,37620,0.008054226
194362,16040,591,6580,0.089817629
194449,13061,239,7864,0.030391658
194257,14102,143,2433,0.058775175
194490,21199,135,21694,0.006222919
194430,15120,19,25367,0.000749005
194247,14015,175,12177,0.014371356
194455,13007,21,6492,0.00323475
194248,14015,1,12177,8.21E-05
194453,13008,7,15921,0.000439671
194310,16084,5,4472,0.001118068
194504,30187,15,4250,0.003529412
194363,16040,23,6580,0.003495441
194505,30106,19,1189,0.015979815
194409,15056,80,15955,0.005014102
194339,16016,414,16627,0.02489926
194454,13008,11,15921,0.000690911
194454,13007,55,6492,0.008471965
194305,16019,12,6084,0.001972387
194466,21053,876,35466,0.024699712
194259,14102,4,2433,0.001644061
194333,16107,2,14221,0.000140637
194345,16016,70,16627,0.00421002
194447,13061,3,7864,0.000381485
194461,21053,7,35466,0.000197372
194299,14069,53,7140,0.007422969
194245,14015,5,12177,0.00041061
194417,15112,16,31701,0.000504716
194510,30057,1544,10047,0.153677715
194413,15026,376,14787,0.025427741
194431,15120,414,25367,0.016320416
194423,15035,18,10672,0.001686657
194399,15014,415,45190,0.009183448
194469,21016,407,6947,0.05858644
194498,30010,534,40674,0.01312878
194385,16050,188,37620,0.004997342
194404,15014,322,45190,0.00712547
194254,14054,32,2397,0.013350021
194400,15014,405,45190,0.00896216
194490,21199,282,21694,0.012998986
194402,15014,443,45190,0.009803054
194432,15120,8,25367,0.00031537
194454,13008,4,15921,0.00025124
194453,13008,8,15921,0.000502481
194352,16053,231,67433,0.003425622
194787,23006,1,21559,4.64E-05
194434,15084,67,7871,0.00851226
194395,15064,260,28670,0.009068713
194465,21053,305,35466,0.008599786
194397,15085,251,34792,0.007214302
194738,4002,983,25141,0.039099479
194430,15120,781,25367,0.030788032
194342,16016,3,16627,0.000180429
194490,21199,739,21694,0.034064718
194399,15014,108,45190,0.002389909
194333,16107,1,14221,7.03E-05
194450,13061,1,7864,0.000127162
194431,15120,3,25367,0.000118264
194294,14069,25,7140,0.003501401
194449,13061,3,7864,0.000381485
194455,13007,44,6492,0.006777572
194311,16084,6,4472,0.001341682
194502,30177,67,8846,0.007574045
194425,15023,140,3353,0.041753653
194243,14015,5,12177,0.00041061
194462,21053,505,35466,0.014238989
194458,13007,4,6492,0.000616143
194492,30010,259,40674,0.006367704
194370,16110,17,23603,0.000720247
194356,16088,19,40687,0.00046698
194355,16088,813,40687,0.019981812
194494,30010,966,40674,0.023749816
194477,21212,80,14615,0.005473828
194455,13007,14,6492,0.0021565
194377,16050,508,37620,0.013503456
194309,16084,283,4472,0.063282648
194419,13063,243,25147,0.00966318
194358,16088,8,40687,0.000196623
194376,16034,218,41121,0.005301427
194449,13061,2,7864,0.000254323
194358,16088,105,40687,0.002580677
194431,15120,24,25367,0.000946111
194414,15026,361,14787,0.024413336
194391,16093,440,24057,0.018289895
194350,16053,412,67433,0.006109768
194442,15061,45,1454,0.030949106
194406,15056,194,15955,0.012159198
194320,16085,1277,14007,0.091168701
194508,30057,20,10047,0.001990644
194488,21199,292,21694,0.013459943
194260,14102,3,2433,0.001233046
194460,21053,2,35466,5.64E-05
194832,23002,3,33796,8.88E-05
194431,15120,11,25367,0.000433634
194305,16019,283,6084,0.04651545
194453,13008,6,15921,0.000376861
194248,14015,286,12177,0.023486902
194491,30086,413,27437,0.015052666
194812,23002,314,33796,0.00929104
194493,30010,1009,40674,0.024807002
194371,16110,43,23603,0.001821802
194460,21053,41,35466,0.001156037
194455,13007,11,6492,0.001694393
194292,14059,20,5360,0.003731343
194513,30009,80,17065,0.004687958
194417,15112,116,31701,0.003659191
194287,14085,32,15709,0.002037049
194490,21199,201,21694,0.009265235
194415,15026,673,14787,0.045512951
194391,16093,294,24057,0.012220975
194407,15056,1000,15955,0.062676277
194260,14102,198,2433,0.081381011
194384,16050,228,37620,0.006060606
194243,14015,91,12177,0.007473105
194464,21053,339,35466,0.00955845
194514,30009,4,17065,0.000234398
194405,15102,2350,14413,0.163047249
194499,30156,16,4624,0.003460208
194396,15085,283,34792,0.008134054
194356,16088,327,40687,0.008036965
194457,13007,26,6492,0.004004929
194482,21186,180,31554,0.005704507
194439,15016,6,10630,0.00056444
194336,16107,10,14221,0.000703185
194246,14015,48,12177,0.003941858
194293,14069,1,7140,0.000140056
194369,16110,73,23603,0.003092827
194384,16050,5,37620,0.000132908
194496,30010,170,40674,0.004179574
194490,30086,1409,27437,0.051354011
194297,14069,131,7140,0.018347339
194446,13061,5,7864,0.000635809
194337,16107,1956,14221,0.13754307
194496,30010,260,40674,0.00639229
194290,14059,28,5360,0.005223881
194457,13007,4,6492,0.000616143
194493,30010,3,40674,7.38E-05
194306,16095,398,2788,0.142754663
194493,30010,77,40674,0.001893101
194413,15026,442,14787,0.029891121
194513,30009,10,17065,0.000585995
194349,16027,271,3557,0.076187799
194260,14102,176,2433,0.072338677
194500,30156,64,4624,0.01384083
194436,15084,973,7871,0.123618346
194315,16085,1028,14007,0.073391875
194452,13008,34,15921,0.002135544
194482,21211,542,4701,0.115294618
194291,14059,172,5360,0.032089552
194508,30057,290,10047,0.028864338
194457,13007,13,6492,0.002002465
194370,16110,31,23603,0.001313392
194371,16110,9,23603,0.000381307
194498,30010,26,40674,0.000639229
194489,21199,127,21694,0.005854153
194492,30010,825,40674,0.020283228
194243,14015,192,12177,0.01576743
194336,16107,16,14221,0.001125097
194433,15120,1532,25367,0.060393425
194401,15014,787,45190,0.017415357
194401,15014,2982,45190,0.06598805
194390,16093,117,24057,0.004863449
194500,30156,40,4624,0.008650519
194507,30057,89,10047,0.008858366
194446,13072,42,2730,0.015384615
194294,14069,30,7140,0.004201681
194479,21212,58,14615,0.003968525
194243,14015,4,12177,0.000328488
194510,30057,91,10047,0.00905743
194391,16093,117,24057,0.004863449
194453,13008,287,15921,0.018026506
194421,13063,7,25147,0.000278363
194493,30010,109,40674,0.002679845
194431,15120,804,25367,0.031694721
194362,16040,10,6580,0.001519757
194484,21186,1614,31554,0.051150409
194725,4004,1,27717,3.61E-05
194406,15056,165,15955,0.010341586
194447,13061,2,7864,0.000254323
194522,30009,7,17065,0.000410196
194380,16050,167,37620,0.004439128
194797,23002,409,33796,0.012102024
194227,14068,23,6346,0.00362433
194232,14068,19,6346,0.002994012
194461,21053,28,35466,0.000789489
194508,30057,18,10047,0.00179158
194393,15064,493,28670,0.017195675
194290,14059,10,5360,0.001865672
194342,16016,17,16627,0.001022433
194502,30177,15,8846,0.001695682
194430,15120,583,25367,0.022982615
194394,15064,256,28670,0.008929194
194463,21053,160,35466,0.004511363
194458,13007,10,6492,0.001540357
194246,14015,885,12177,0.072678
194377,16034,142,41121,0.003453223
194423,15035,4,10672,0.000374813
194325,16025,2642,14636,0.180513802
194324,16025,76,14636,0.005192676
194480,21207,348,26739,0.013014698
194361,16003,223,12106,0.018420618
194413,15026,309,14787,0.020896734
194287,14085,72,15709,0.00458336
194378,16050,168,37620,0.00446571
194294,14069,21,7140,0.002941176
194472,21172,118,21410,0.005511443
194466,21053,5,35466,0.00014098
194339,16016,280,16627,0.016840079
194468,21016,930,6947,0.133870736
194355,16088,165,40687,0.004055349
194284,14085,117,15709,0.00744796
194786,23006,37,21559,0.001716221
194501,30177,48,8846,0.005426181
194470,21016,103,6947,0.014826544
195556,30010,545,40674,0.013399223
195348,14059,23,5360,0.004291045
195342,14085,125,15709,0.007957222
195360,14069,96,7140,0.013445378
195530,21016,136,6947,0.019576796
195570,30057,1042,10047,0.103712551
195499,15016,689,10630,0.064816557
195516,13007,4,6492,0.000616143
195540,21207,1040,26739,0.038894499
195488,15120,42,25367,0.001655694
195491,15120,885,25367,0.034887846
195541,21211,24,4701,0.005105297
195287,14068,10,6346,0.001575796
195572,30095,13,13621,0.000954409
195506,13061,11,7864,0.001398779
195410,16053,10,67433,0.000148295
195312,14054,2,2397,0.000834376
195402,16016,895,16627,0.053828111
195436,16050,124,37620,0.003296119
195448,16050,277,37620,0.007363105
195495,15084,9,7871,0.001143438
195525,21053,4,35466,0.000112784
195458,15014,221,45190,0.004890462
195528,21016,683,6947,0.09831582
195428,16110,243,23603,0.010295301
195511,13008,6,15921,0.000376861
195411,16053,7,67433,0.000103807
195524,21053,24,35466,0.000676704
195569,30057,337,10047,0.033542351
195462,15014,5,45190,0.000110644
195456,15085,669,34792,0.019228558
195484,15035,21,10672,0.001967766
195508,13061,2,7864,0.000254323
195493,13069,7,7338,0.000953938
195787,4004,272,27717,0.009813472
195572,30095,17,13621,0.001248073
195450,16093,190,24057,0.007897909
195475,15026,333,14787,0.022519781
195307,14015,1,12177,8.21E-05
195309,14037,6,2921,0.002054091
195420,16003,159,12106,0.013133983
195490,15120,114,25367,0.004494028
195461,15014,15,45190,0.000331932
195417,16088,694,40687,0.017057045
195549,21199,123,21694,0.00566977
195309,14037,1,2921,0.000342349
195507,13061,1238,7864,0.157426246
195519,21053,22,35466,0.000620312
195522,21053,144,35466,0.004060227
195276,14100,380,17862,0.021274213
195383,16025,1387,14636,0.09476633
195363,16019,26,6084,0.004273504
195463,15014,32,45190,0.000708121
195559,30156,106,4624,0.022923875
195488,15120,255,25367,0.01005243
195491,15120,316,25367,0.012457129
195383,16025,1386,14636,0.094698005
195534,21172,282,21410,0.013171415
195359,14069,111,7140,0.015546218
195537,21212,310,14615,0.021211085
195440,16050,536,37620,0.014247741
195471,15026,1421,14787,0.096097924
195286,14068,22,6346,0.003466751
195512,13008,13,15921,0.000816532
195521,21053,23,35466,0.000648508
195418,16088,2,40687,4.92E-05
195549,21199,560,21694,0.025813589
195363,16019,515,6084,0.084648258
195336,14079,908,1677,0.541443053
195782,4004,3,27717,0.000108237
195450,16093,247,24057,0.010267282
195516,13007,5,6492,0.000770179
195568,30057,25,10047,0.002488305
195557,30010,137,40674,0.003368245
195537,21212,75,14615,0.005131714
195401,16016,379,16627,0.02279425
195405,16037,803,5417,0.148237032
195342,14085,2,15709,0.000127316
195565,30096,11,392,0.028061224
195555,30010,416,40674,0.010227664
195569,30057,45,10047,0.004478949
195782,4004,7,27717,0.000252553
195354,14069,1,7140,0.000140056
195572,30095,374,13621,0.027457602
195480,13063,38,25147,0.001511115
195489,15120,11,25367,0.000433634
195490,15120,58,25367,0.002286435
195314,14054,473,2397,0.197329996
195464,15102,193,14413,0.013390689
195376,16085,649,14007,0.046333976
195383,16025,2460,14636,0.16807871
195383,16025,1398,14636,0.095517901
195421,16040,69,6580,0.010486322
195573,30009,71,17065,0.004160563
195513,13008,12,15921,0.000753721
195573,30009,334,17065,0.019572224
195504,13072,1,2730,0.0003663
195428,16110,936,23603,0.039655976
195308,14037,4,2921,0.001369394
195533,21172,390,21410,0.018215787
195489,15120,1,25367,3.94E-05
195518,21053,15,35466,0.00042294
195517,13007,24,6492,0.003696858
195485,15120,371,25367,0.014625301
195544,21186,779,31554,0.024687837
195512,13008,7,15921,0.000439671
195525,21053,1226,35466,0.034568319
195553,30010,344,40674,0.008457491
195529,21016,76,6947,0.010939974
195486,15120,4213,25367,0.166081917
195557,30010,140,40674,0.003442002
195420,16003,2,12106,0.000165207
195437,16050,274,37620,0.00728336
195574,30009,176,17065,0.010313507
195379,16085,4,14007,0.000285571
195788,4004,4,27717,0.000144316
195459,15014,432,45190,0.009559637
195400,16016,239,16627,0.014374211
195455,15085,208,34792,0.005978386
195493,15084,356,7871,0.045229323
195447,16050,116,37620,0.003083466
195572,30095,10,13621,0.00073416
195399,16016,422,16627,0.025380405
195506,13061,3,7864,0.000381485
195416,16088,92,40687,0.002261164
195482,15035,2439,10672,0.228541979
195476,15112,1015,31701,0.032017917
195541,21211,5,4701,0.001063603
195454,15064,550,28670,0.019183816
195430,16110,18,23603,0.000762615
195543,21186,772,31554,0.024465995
195448,16050,127,37620,0.003375864
195545,21054,324,13062,0.024804777
195553,30023,417,40694,0.010247211
195557,30010,150,40674,0.00368786
195547,21174,210,16915,0.012415016
195524,21053,338,35466,0.009530254
195445,16050,344,37620,0.009144072
195465,15102,966,14413,0.067022827
195552,30023,6,40694,0.000147442
195466,15056,191,15955,0.011971169
195280,14100,78,17862,0.004366812
195429,16110,1,23603,4.24E-05
195790,4004,5,27717,0.000180395
195475,15112,352,31701,0.011103751
195538,21212,593,14615,0.040574752
195573,30009,1,17065,5.86E-05
195399,16016,391,16627,0.023515968
195532,21172,349,21410,0.016300794
195419,16003,5,12106,0.000413018
195525,21053,26,35466,0.000733096
195574,30009,180,17065,0.010547905
195485,15120,211,25367,0.008317893
195576,30009,69,17065,0.004043364
195564,30106,53,1189,0.044575273
195494,15084,95,7871,0.012069623
195514,13007,20,6492,0.003080715
195505,13072,2,2730,0.000732601
195401,16016,940,16627,0.056534552
195536,21212,202,14615,0.013821416
195509,13061,148,7864,0.018819939
195509,13061,7,7864,0.000890132
195400,16016,82,16627,0.004931738
195381,16025,6,14636,0.000409948
195519,21053,30,35466,0.000845881
195383,16025,62,14636,0.00423613
195568,30057,11,10047,0.001094854
195490,15120,305,25367,0.012023495
195517,21053,149,35466,0.004201207
195511,13008,17,15921,0.001067772
195395,16107,2,14221,0.000140637
195891,23002,2,33796,5.92E-05
195565,30106,41,1189,0.034482759
195518,21053,440,35466,0.012406248
195578,30009,10,17065,0.000585995
195560,30177,89,8846,0.010061045
195438,16050,14,37620,0.000372142
195442,16050,759,37620,0.020175439
195814,4006,1,23309,4.29E-05
195364,16019,139,6084,0.022846811
195581,30009,4,17065,0.000234398
195548,21199,220,21694,0.010141053
195449,16093,66,24057,0.002743484
195546,21054,331,13062,0.025340683
195562,30163,10,3311,0.003020236
195416,16088,5,40687,0.000122889
195341,14085,10,15709,0.000636578
195573,30009,25,17065,0.001464987
195472,15026,387,14787,0.026171637
195555,30010,111,40674,0.002729016
195379,16085,24,14007,0.001713429
195427,16110,4,23603,0.00016947
195418,16088,1038,40687,0.025511834
195401,16016,233,16627,0.014013352
195512,13008,1,15921,6.28E-05
195556,30010,511,40674,0.012563308
195506,13061,15,7864,0.001907426
195521,21053,7,35466,0.000197372
195485,15120,56,25367,0.002207593
195394,16107,491,14221,0.034526405
195547,21174,156,16915,0.009222584
195419,16003,3,12106,0.000247811
195517,21053,6,35466,0.000169176
195384,16025,37,14636,0.002528013
195574,30009,18,17065,0.001054791
195362,16019,19,6084,0.003122945
195442,16050,433,37620,0.011509835
195547,21054,218,13062,0.016689634
195534,21172,369,21410,0.017234937
195816,4006,1,23309,4.29E-05
195413,16088,55,40687,0.001351783
195420,16003,8,12106,0.000660829
195791,4004,115,27717,0.004149078
195312,14054,1032,2397,0.430538173
195565,30106,61,1189,0.051303616
195410,16027,66,3557,0.018554962
195546,21054,290,13062,0.022201807
195559,30156,58,4624,0.012543253
195487,15120,844,25367,0.033271573
195307,14037,5,2921,0.001711743
195548,21199,1568,21694,0.072278049
195407,16027,196,3557,0.055102615
195512,13008,303,15921,0.019031468
195459,15014,20,45190,0.000442576
195564,30187,156,4250,0.036705882
195576,30009,78,17065,0.004570759
195551,30010,401,40674,0.009858878
195572,30095,2199,13621,0.161441891
195551,30086,447,27437,0.016291869
195568,30057,249,10047,0.024783517
195413,16088,28,40687,0.00068818
195544,21017,474,14681,0.032286629
195487,15120,8,25367,0.00031537
195309,14037,13,2921,0.004450531
195480,13063,103,25147,0.004095916
195482,15035,41,10672,0.003841829
195490,15120,528,25367,0.020814444
195848,23006,184,21559,0.008534719
195385,16025,9,14636,0.000614922
195486,15096,1248,4765,0.261909759
195809,4002,164,25141,0.006523209
195527,21016,50,6947,0.007197351
195319,14102,17,2433,0.006987259
195458,15014,1250,45190,0.027660987
195572,30095,107,13621,0.007855517
195503,15061,2,1454,0.001375516
195509,13061,6,7864,0.00076297
195545,21017,381,14681,0.025951911
195565,30106,54,1189,0.045416316
195566,30057,331,10047,0.032945158
195416,16088,760,40687,0.018679185
195463,15014,41,45190,0.00090728
195556,30010,237,40674,0.005826818
195442,16050,35,37620,0.000930356
195446,16050,234,37620,0.006220096
195442,16050,147,37620,0.003907496
195348,14059,356,5360,0.06641791
195304,14015,6,12177,0.000492732
195402,16016,5,16627,0.000300716
195454,15085,1761,34792,0.050615084
195447,16050,612,37620,0.016267943
195332,14082,2,771,0.002594034
195433,16110,9,23603,0.000381307
195346,14059,39,5360,0.007276119
195426,16110,6,23603,0.000254205
195416,16088,202,40687,0.004964731
195458,15014,765,45190,0.016928524
195490,15120,2,25367,7.88E-05
195416,16088,8,40687,0.000196623
195381,16025,1360,14636,0.092921563
195446,16050,109,37620,0.002897395
195516,13007,422,6492,0.065003081
195789,4004,4,27717,0.000144316
195384,16025,2050,14636,0.140065592
195456,15085,160,34792,0.004598758
195405,16037,228,5417,0.042089718
195453,15064,99,28670,0.003453087
195574,30009,5,17065,0.000292997
195457,15085,444,34792,0.012761554
195444,16050,643,37620,0.017091972
195359,14069,48,7140,0.006722689
195307,14037,862,2921,0.295104416
195454,15085,379,34792,0.010893309
195306,14015,2,12177,0.000164244
195572,30095,16,13621,0.001174657
195305,14015,73,12177,0.005994908
195529,21016,367,6947,0.052828559
195503,15061,4,1454,0.002751032
195519,21053,29,35466,0.000817685
195537,21200,88,2845,0.030931459
195504,13072,2,2730,0.000732601
195579,30009,7,17065,0.000410196
195416,16088,377,40687,0.009265859
195530,21172,175,21410,0.008173751
195493,13069,3,7338,0.000408831
195323,14086,359,9298,0.038610454
195510,13061,9,7864,0.001144456
195574,30009,12,17065,0.000703194
195562,30163,47,3311,0.014195107
195332,14082,3,771,0.003891051
195576,30009,138,17065,0.008086727
195528,21016,209,6947,0.030084929
195521,21053,146,35466,0.004116619
195569,30057,85,10047,0.008460237
195517,21053,7,35466,0.000197372
195374,16085,582,14007,0.041550653
195547,21174,1258,16915,0.074371859
195567,30057,484,10047,0.048173584
195416,16088,1143,40687,0.028092511
195490,15120,156,25367,0.006149722
195453,15064,445,28670,0.015521451
195479,13063,1534,25147,0.061001312
195547,21054,267,13062,0.020440974
195421,16003,31,12106,0.002560714
195457,15085,1002,34792,0.028799724
195354,14069,140,7140,0.019607843
195496,15084,47,7871,0.005971287
195483,15035,1578,10672,0.147863568
195572,30095,4,13621,0.000293664
195538,21200,2,2845,0.000702988
195575,30009,11,17065,0.000644594
195560,30177,136,8846,0.01537418
195550,30086,1579,27437,0.057550024
195540,21207,945,26739,0.035341636
195565,30109,367,36092,0.010168458
195581,30009,18,17065,0.001054791
195573,30009,259,17065,0.015177263
195326,14086,299,9298,0.032157453
195578,30009,20,17065,0.001171989
195389,16070,38,1450,0.026206897
195553,30023,264,40694,0.006487443
195524,21053,606,35466,0.017086787
195394,16107,18,14221,0.001265734
195572,30095,68,13621,0.004992291
195352,14059,20,5360,0.003731343
195541,21207,140,26739,0.005235798
195380,16085,356,14007,0.025415863
195506,13061,4,7864,0.000508647
195403,16016,193,16627,0.011607626
195533,21172,264,21410,0.012330687
195356,14069,28,7140,0.003921569
195352,14069,59,7140,0.008263305
195548,21174,6,16915,0.000354715
195422,16040,791,6580,0.120212766
195367,16091,638,6588,0.096842744
195567,30057,156,10047,0.015527023
195449,16093,619,24057,0.025730557
195551,30086,1985,27437,0.07234756
195474,15026,164,14787,0.011090823
195460,15014,824,45190,0.018234123
195521,21053,80,35466,0.002255681
195572,30095,1,13621,7.34E-05
195579,30009,16,17065,0.000937592
195864,23002,3,33796,8.88E-05
195290,14068,16,6346,0.002521273
195519,21053,36,35466,0.001015057
195451,15064,331,28670,0.011545169
195307,14037,603,2921,0.206436152
195532,21172,395,21410,0.018449323
195515,13007,23,6492,0.003542822
195520,21053,101,35466,0.002847798
195483,15035,30,10672,0.002811094
195308,14037,1,2921,0.000342349
195532,21172,97,21410,0.004530593
195548,21199,2299,21694,0.105974002
195453,15085,127,34792,0.003650264
195579,30009,22,17065,0.001289188
195490,15120,26,25367,0.001024954
195477,15112,2145,31701,0.067663481
195327,14086,2,9298,0.0002151
195549,21199,190,21694,0.008758182
195579,30009,6,17065,0.000351597
195481,15035,4201,10672,0.393646927
195367,16091,207,6588,0.031420765
195570,30057,108,10047,0.010749477
195332,14082,5,771,0.006485084
195579,30009,14,17065,0.000820393
195308,14037,2,2921,0.000684697
195489,15120,7,25367,0.000275949
195532,21172,91,21410,0.00425035
195872,23002,1,33796,2.96E-05
195543,21186,1377,31554,0.043639475
195511,13008,7,15921,0.000439671
195580,30009,1,17065,5.86E-05
195276,14100,684,17862,0.038293584
195478,13063,5,25147,0.000198831
195504,13072,759,2730,0.278021978
195522,21053,291,35466,0.008205041
195538,21207,537,26739,0.020083025
195426,16110,1,23603,4.24E-05
195529,21172,453,21410,0.021158337
195579,30009,8,17065,0.000468796
195307,14015,1295,12177,0.106348033
195459,15014,1178,45190,0.026067714
195571,30095,87,13621,0.006387196
195359,14069,60,7140,0.008403361
195331,14082,10,771,0.012970169
195327,14086,175,9298,0.018821252
