GRIDCODE,CVENTMUN,POB  RURAL EN CELL,POB_TOTxMUN,Frur
97047,20208,35,5941,0.005891264
97272,7059,33,133907,0.00024644
97259,7059,9,133907,6.72E-05
97194,7061,168,38958,0.004312336
97049,20208,42,5941,0.007069517
97214,7018,894,5257,0.170058969
97015,12063,8,8481,0.000943285
97008,12010,214,22989,0.0093088
97228,7014,51,13404,0.003804834
97205,7092,99,29698,0.003333558
97259,7059,140,133907,0.001045502
97247,7031,314,99123,0.003167781
97103,20114,105,507,0.207100592
97210,7021,5,14500,0.000344828
97087,20544,80,93,0.860215054
96999,12051,59,25477,0.002315814
97271,7059,715,133907,0.005339527
97037,20348,231,5844,0.039527721
97150,20057,3,15315,0.000195886
97054,20397,50,20910,0.0023912
97070,20569,29,1522,0.019053876
97230,7014,746,13404,0.055655028
97038,20348,276,5844,0.047227926
97237,7066,30,13701,0.002189621
97071,20569,28,1522,0.018396846
97241,7082,78,10531,0.007406704
97224,7047,61,14256,0.0042789
97260,7059,25,133907,0.000186697
97092,20363,13,1856,0.00700431
97251,7031,185,99123,0.001866368
97265,7059,8,133907,5.97E-05
97014,12063,94,8481,0.011083599
97052,20397,415,20910,0.019846963
97266,7059,75,133907,0.00056009
97260,7059,8,133907,5.97E-05
97083,20045,782,4698,0.16645381
97052,20397,12,20910,0.000573888
97252,7031,984,99123,0.00992706
96998,12051,451,25477,0.017702241
97202,7092,4,29698,0.000134689
96952,12057,148,27164,0.005448388
97082,20483,70,2266,0.030891439
97115,20502,14,3364,0.004161712
97046,20208,214,5941,0.036020872
97074,20094,95,1775,0.053521127
97226,7047,397,14256,0.027847924
97262,7059,221,133907,0.001650399
97236,7026,99,32968,0.003002912
97261,7059,35,133907,0.000261375
97052,20397,241,20910,0.011525586
97020,12009,2,4766,0.000419639
97203,7092,43,29698,0.001447909
97266,7059,9,133907,6.72E-05
97155,20407,588,5966,0.098558498
97134,20207,981,15313,0.064063214
97203,7092,23,29698,0.000774463
97056,20127,18,822,0.02189781
96993,12044,73,6107,0.011953496
97153,20057,2,15315,0.000130591
97191,7092,11,29698,0.000370395
97047,20208,82,5941,0.01380239
97222,7047,137,14256,0.009609989
97269,7059,198,133907,0.001478638
97260,7059,116,133907,0.000866273
97212,7021,38,14500,0.00262069
97041,20469,217,23362,0.009288588
97242,7082,5,10531,0.000474789
97242,7082,114,10531,0.010825183
97245,7031,36,99123,0.000363185
97048,20208,28,5941,0.004713011
97070,20569,2,1522,0.00131406
97145,20057,7,15315,0.000457068
97241,7082,50,10531,0.004747887
96943,12057,1,27164,3.68E-05
96989,12029,8,29971,0.000266925
97243,7082,32,10531,0.003038648
97223,7047,105,14256,0.00736532
97242,7082,53,10531,0.00503276
97039,20469,585,23362,0.025040664
97237,7066,223,13701,0.016276184
96956,12011,121,32864,0.00368184
97200,7061,139,38958,0.003567945
96937,12057,8,27164,0.000294507
97040,20469,136,23362,0.005821419
96959,12011,240,32864,0.007302824
97211,7021,175,14500,0.012068966
97251,7031,231,99123,0.002330438
97082,20483,2,2266,0.000882613
97200,7061,34,38958,0.000872735
97014,12063,23,8481,0.002711944
97114,20502,1641,3364,0.487812128
97240,7082,852,10531,0.080903998
97236,7026,49,32968,0.00148629
96945,12057,6,27164,0.000220881
97053,20397,1317,20910,0.062984218
97014,12063,11,8481,0.001297017
97145,20057,4,15315,0.000261182
97248,7031,86,99123,0.000867609
97249,7031,49,99123,0.000494335
97231,7022,884,12973,0.068141525
97091,20363,10,1856,0.005387931
97239,7066,72,13701,0.005255091
97187,20407,39,5966,0.006537043
97009,12076,184,30554,0.006022125
97191,7092,7,29698,0.000235706
97241,7082,29,10531,0.002753775
97024,12043,398,15390,0.025860949
97249,7031,338,99123,0.003409905
97026,12043,715,15390,0.046458739
97047,20208,33,5941,0.00555462
97241,7082,16,10531,0.001519324
97137,20057,442,15315,0.028860594
97207,7021,3,14500,0.000206897
97245,7031,36,99123,0.000363185
97245,7031,231,99123,0.002330438
97236,7026,186,32968,0.005641835
97020,12009,50,4766,0.010490978
97241,7082,40,10531,0.00379831
97113,20554,816,3914,0.208482371
97010,12076,147,30554,0.004811154
98068,12076,124,30554,0.004058388
98136,20487,70,1497,0.046760187
98300,7082,40,10531,0.00379831
98283,7047,184,14256,0.012906846
98304,7031,126,99123,0.001271148
98212,20057,19,15315,0.001240614
98096,20348,682,5844,0.11670089
98310,7031,319,99123,0.003218224
98301,7082,38,10531,0.003608394
98308,7031,722,99123,0.00728388
98204,20057,13,15315,0.000848841
98293,7022,244,12973,0.018808294
98164,20114,101,507,0.199211045
98204,20057,4,15315,0.000261182
98066,12010,644,22989,0.028013398
98069,12076,384,30554,0.012567913
98320,7059,413,133907,0.00308423
98197,20207,82,15313,0.005354927
98196,20057,1,15315,6.53E-05
98005,12057,19,27164,0.000699455
98061,12051,105,25477,0.004121364
98304,7031,145,99123,0.001462829
98086,12004,169,16426,0.010288567
98301,7082,33,10531,0.003133606
98308,7031,212,99123,0.002138757
98305,7031,67,99123,0.000675928
98196,20207,250,15313,0.016325998
98301,7082,5,10531,0.000474789
98248,7092,14,29698,0.000471412
98277,7013,588,18238,0.032240377
98300,7082,65,10531,0.006172253
98011,12057,137,27164,0.00504344
98139,20483,13,2266,0.005736981
98021,12011,25,32864,0.000760711
98269,7021,187,14500,0.012896552
98075,12063,26,8481,0.003065676
98303,7031,34,99123,0.000343008
98254,7061,171,38958,0.004389342
98277,7013,288,18238,0.015791205
98302,7082,41,10531,0.003893267
98009,12057,16,27164,0.000589015
98059,12051,442,25477,0.017348981
98307,7031,325,99123,0.003278755
98264,7092,29,29698,0.000976497
98131,20569,27,1522,0.017739816
98301,7082,173,10531,0.01642769
98301,7082,46,10531,0.004368056
98266,7092,4,29698,0.000134689
98130,20569,40,1522,0.026281209
98063,12051,99,25477,0.003885858
98257,7061,4,38958,0.000102675
98090,20242,980,7850,0.124840764
98323,7059,755,133907,0.005638241
98081,12009,171,4766,0.035879144
98097,20348,97,5844,0.01659822
98256,7061,940,38958,0.024128549
98303,7031,253,99123,0.002552384
98125,20046,9,2817,0.003194888
98303,7082,27,10531,0.002563859
98106,20208,37,5941,0.006227908
98121,20195,34,34,1
98103,20208,39,5941,0.006564551
98113,20397,23,20910,0.001099952
98313,7031,194,99123,0.001957164
98123,20492,112,2736,0.040935673
98269,7021,526,14500,0.036275862
98301,7082,60,10531,0.005697465
98113,20397,14,20910,0.000669536
98285,7047,521,14256,0.036546016
98007,12057,2,27164,7.36E-05
98310,7031,194,99123,0.001957164
98312,7031,895,99123,0.009029186
98301,7082,6,10531,0.000569746
98317,7031,15,99123,0.000151327
98261,7092,5,29698,0.000168362
98112,20397,426,20910,0.020373027
98297,7066,191,13701,0.013940588
98082,12043,624,15390,0.040545809
98257,7061,4,38958,0.000102675
98307,7031,148,99123,0.001493094
98335,7059,1289,133907,0.009626084
98302,7082,23,10531,0.002184028
97998,12057,5,27164,0.000184067
98105,20208,465,5941,0.078269652
98095,20348,449,5844,0.076830938
98133,20094,121,1775,0.068169014
98263,7092,12,29698,0.000404068
98258,7061,7,38958,0.000179681
98314,7031,375,99123,0.003783178
98140,20483,5,2266,0.002206531
98300,7082,26,10531,0.002468901
98020,12011,92,32864,0.002799416
98140,20483,7,2266,0.003089144
98021,12011,9,32864,0.000273856
98263,7092,68,29698,0.002289716
97999,12057,10,27164,0.000368134
98257,7061,85,38958,0.002181837
98307,7031,84,99123,0.000847432
98262,7092,3,29698,0.000101017
98302,7082,139,10531,0.013199126
98286,7014,63,13404,0.00470009
98258,7061,6,38958,0.000154012
98112,20397,221,20910,0.010569106
98258,7061,63,38958,0.001617126
98156,20443,3,8,0.375
98087,12004,81,16426,0.004931207
98106,20208,60,5941,0.01009931
98074,12063,66,8481,0.007782101
98106,20208,5,5941,0.000841609
98067,12076,149,30554,0.004876612
98305,7031,191,99123,0.001926899
98074,12063,149,8481,0.017568683
98124,20492,23,2736,0.008406433
98168,20554,591,3914,0.150996423
98304,7031,19,99123,0.000191681
98290,7022,405,12973,0.031218685
98116,20127,8,822,0.00973236
98293,7022,291,12973,0.022431203
98171,20554,288,3914,0.073582013
98069,12076,109,30554,0.003567454
98136,20487,176,1497,0.11756847
98067,12010,144,22989,0.006263865
98045,12029,574,29971,0.019151847
98304,7031,188,99123,0.001896633
98062,12051,90,25477,0.003532598
98211,20057,3,15315,0.000195886
97994,12057,43,27164,0.001582977
98331,7059,1472,133907,0.010992704
98056,12051,492,25477,0.019311536
98305,7031,369,99123,0.003722648
97992,12057,229,27164,0.008430275
98079,12009,18,4766,0.003776752
98295,7026,395,32968,0.011981315
98069,12076,72,30554,0.002356484
98269,7021,4,14500,0.000275862
98075,12063,162,8481,0.019101521
98124,20492,54,2736,0.019736842
98295,7066,153,13701,0.011167068
98306,7031,70,99123,0.000706193
98306,7031,160,99123,0.001614156
98273,7018,7,5257,0.001331558
98298,7066,86,13701,0.006276914
98212,20057,11,15315,0.00071825
98270,7021,120,14500,0.008275862
98262,7092,9,29698,0.000303051
98304,7031,170,99123,0.001715041
98292,7022,848,12973,0.06536653
98058,12051,196,25477,0.007693213
98269,7021,5,14500,0.000344828
98339,7059,122,133907,0.00091108
98063,12051,420,25477,0.016485457
98128,20046,208,2817,0.073837416
98308,7031,44,99123,0.000443893
98000,12057,142,27164,0.005227507
98066,12010,194,22989,0.008438819
98303,7031,60,99123,0.000605309
98048,12029,5,29971,0.000166828
98263,7092,13,29698,0.00043774
98140,20483,45,2266,0.019858782
98301,7082,22,10531,0.00208907
98251,7092,370,29698,0.012458751
98251,7092,124,29698,0.004175365
98042,12029,1771,29971,0.059090454
98021,12011,24,32864,0.000730282
98301,7082,25,10531,0.002373944
98149,20504,322,340,0.947058824
98022,12011,61,32864,0.001856134
98130,20569,105,1522,0.068988173
98325,7059,19,133907,0.00014189
98301,7082,5,10531,0.000474789
98112,20397,435,20910,0.020803443
98299,7066,81,13701,0.005911977
98224,20407,4,5966,0.000670466
98132,20569,139,1522,0.091327201
98129,20569,41,1522,0.026938239
98261,7092,2,29698,6.73E-05
98306,7031,67,99123,0.000675928
98299,7082,32,10531,0.003038648
98104,20208,48,5941,0.008079448
98251,7092,141,29698,0.004747794
98302,7082,74,10531,0.007026873
98303,7031,227,99123,0.002290084
98068,12076,288,30554,0.009425934
98301,7082,7,10531,0.000664704
98269,7021,3,14500,0.000206897
98096,20348,34,5844,0.005817933
98289,7014,315,13404,0.023500448
98309,7031,125,99123,0.001261059
98220,20407,170,5966,0.028494804
98299,7082,60,10531,0.005697465
98306,7031,113,99123,0.001139998
98102,20469,442,23362,0.018919613
98310,7031,82,99123,0.000827255
98317,7031,71,99123,0.000716282
98048,12029,11,29971,0.000367021
98096,20348,460,5844,0.07871321
98069,12076,57,30554,0.00186555
98269,7021,6,14500,0.000413793
98262,7092,7,29698,0.000235706
98300,7082,199,10531,0.018896591
98212,20057,14,15315,0.000914136
98301,7082,26,10531,0.002468901
98303,7031,162,99123,0.001634333
97995,12057,3,27164,0.00011044
98130,20569,49,1522,0.032194481
98257,7061,4,38958,0.000102675
98302,7082,55,10531,0.005222676
98297,7066,188,13701,0.013721626
98301,7082,25,10531,0.002373944
98048,12029,13,29971,0.000433753
98310,7031,14,99123,0.000141239
98216,20407,104,5966,0.017432115
98001,12057,113,27164,0.004159918
98070,12076,672,30554,0.021993847
98163,20097,216,1083,0.199445983
98095,20348,60,5844,0.01026694
97998,12057,26,27164,0.000957149
98170,20554,213,3914,0.054420031
98299,7082,67,10531,0.006362169
98298,7066,172,13701,0.012553828
98277,7013,88,18238,0.00482509
98171,20554,8,3914,0.002043945
98099,20469,1028,23362,0.044003082
98301,7082,8,10531,0.000759662
98062,12051,76,25477,0.002983083
98294,7026,557,32968,0.016895171
98301,7082,143,10531,0.013578957
98304,7031,34,99123,0.000343008
98303,7082,6,10531,0.000569746
98272,7018,237,5257,0.045082747
98157,20496,588,1711,0.343658679
98210,20057,6,15315,0.000391773
98271,7021,308,14500,0.021241379
98091,20016,456,6778,0.067276483
98058,12051,436,25477,0.017113475
98048,12029,2,29971,6.67E-05
98343,7059,197,133907,0.00147117
98220,20407,2,5966,0.000335233
98299,7082,89,10531,0.008451239
98076,12041,310,28412,0.010910883
98024,12011,10,32864,0.000304284
98299,7082,81,10531,0.007691577
98272,7021,36,14500,0.002482759
98295,7066,231,13701,0.016860083
98206,20057,257,15315,0.016780934
98305,7031,185,99123,0.001866368
98091,20242,16,7850,0.002038217
98104,20208,105,5941,0.017673792
98307,7031,7,99123,7.06E-05
98201,20057,113,15315,0.007378387
98269,7021,395,14500,0.027241379
98229,20407,106,5966,0.017767348
98293,7022,305,12973,0.023510368
98103,20208,102,5941,0.017168827
98209,20057,271,15315,0.01769507
98004,12057,5,27164,0.000184067
98097,20348,84,5844,0.014373717
98081,12009,510,4766,0.107007973
98023,12011,628,32864,0.019109056
98304,7031,139,99123,0.001402298
98080,12009,129,4766,0.027066723
98050,12044,41,6107,0.006713607
98318,7031,85,99123,0.00085752
98069,12076,112,30554,0.003665641
98139,20294,350,788,0.444162437
98300,7082,11,10531,0.001044535
98095,20348,18,5844,0.003080082
98114,20397,146,20910,0.006982305
98098,20469,5,23362,0.000214023
98199,20207,970,15313,0.06334487
98309,7031,199,99123,0.002007607
98164,20114,184,507,0.362919132
98209,20057,2,15315,0.000130591
98296,7066,21,13701,0.001532735
98077,12041,142,28412,0.004997888
98083,12043,194,15390,0.012605588
98020,12011,148,32864,0.004503408
98270,7021,29,14500,0.002
98055,12051,462,25477,0.018134003
98129,20569,6,1522,0.003942181
98273,7018,1,5257,0.000190223
97995,12057,14,27164,0.000515388
98011,12057,20,27164,0.000736269
98272,7018,71,5257,0.013505802
98113,20397,29,20910,0.001386896
98071,12076,387,30554,0.012666099
98299,7082,90,10531,0.008546197
98112,20397,535,20910,0.025585844
98301,7082,37,10531,0.003513437
98253,7092,85,29698,0.002862146
98195,20207,7,15313,0.000457128
98262,7092,7,29698,0.000235706
98088,12004,223,16426,0.013576038
98110,20397,47,20910,0.002247728
98339,7059,12,133907,8.96E-05
98303,7031,134,99123,0.001351856
98297,7066,2,13701,0.000145975
98272,7018,14,5257,0.002663116
98114,20127,162,822,0.197080292
98301,7082,29,10531,0.002753775
98234,30210,194,24031,0.008072906
98308,7031,33,99123,0.00033292
98001,12057,275,27164,0.010123693
98059,12051,38,25477,0.001491541
98285,7047,71,14256,0.004980359
98318,7031,251,99123,0.002532207
98091,20242,71,7850,0.009044586
98305,7031,30,99123,0.000302654
97999,12057,104,27164,0.003828597
98286,7014,156,13404,0.011638317
98297,7066,21,13701,0.001532735
98072,12072,32,8803,0.003635124
98273,7018,215,5257,0.04089785
98272,7018,33,5257,0.006277344
98272,7018,169,5257,0.032147613
98191,20207,629,15313,0.04107621
98070,12076,125,30554,0.004091117
98000,12057,71,27164,0.002613753
98259,7092,3,29698,0.000101017
98288,7014,12,13404,0.000895255
98106,20208,22,5941,0.00370308
98304,7031,321,99123,0.003238401
98074,12063,87,8481,0.010258224
98124,20492,59,2736,0.021564327
98300,7082,38,10531,0.003608394
98051,12044,54,6107,0.008842312
98150,20363,181,1856,0.097521552
98252,7092,364,29698,0.012256718
98259,7092,77,29698,0.002592767
97991,12048,548,16490,0.033232262
98000,12057,112,27164,0.004123104
98104,20208,25,5941,0.004208046
98300,7082,53,10531,0.00503276
98078,12009,572,4766,0.120016786
98060,12051,55,25477,0.00215881
97994,12057,3,27164,0.00011044
98091,20242,18,7850,0.002292994
98304,7031,282,99123,0.00284495
98057,12051,464,25477,0.018212505
98125,20492,60,2736,0.021929825
98096,20348,29,5844,0.004962355
98283,7047,652,14256,0.045735129
98131,20569,252,1522,0.165571616
98213,30091,196,20570,0.009528439
98297,7066,46,13701,0.003357419
98271,7021,42,14500,0.002896552
98015,12011,8,32864,0.000243427
98128,20046,431,2817,0.152999645
98324,7059,111,133907,0.000828934
98004,12057,31,27164,0.001141216
98298,7066,95,13701,0.0069338
98297,7066,15,13701,0.001094811
98250,7092,6,29698,0.000202034
98022,12011,79,32864,0.002403846
98264,7092,148,29698,0.004983501
98258,7092,8,29698,0.000269378
98008,12057,103,27164,0.003791783
98061,12051,566,25477,0.022216116
98205,20057,722,15315,0.047143324
98307,7031,8,99123,8.07E-05
98263,7092,165,29698,0.00555593
98296,7066,170,13701,0.012407853
98058,12051,186,25477,0.007300703
98076,12041,61,28412,0.00214698
98076,12041,126,28412,0.004434746
98308,7031,232,99123,0.002340526
98105,20208,20,5941,0.003366437
98107,20208,181,5941,0.030466251
98272,7021,10,14500,0.000689655
98295,7066,115,13701,0.008393548
98308,7031,96,99123,0.000968494
98284,7047,207,14256,0.014520202
98074,12063,256,8481,0.03018512
98254,7061,220,38958,0.005647107
98325,7059,7,133907,5.23E-05
98302,7082,3,10531,0.000284873
98134,20161,94,2464,0.038149351
98298,7066,31,13701,0.002262609
98125,20046,201,2817,0.071352503
98265,7092,23,29698,0.000774463
98269,7021,3,14500,0.000206897
98285,7047,2579,14256,0.180906285
98113,20397,76,20910,0.003634625
98114,20397,20,20910,0.00095648
98080,12009,326,4766,0.068401175
98264,7092,49,29698,0.001649943
98123,20492,91,2736,0.033260234
98102,20208,81,5941,0.013634068
98256,7061,9,38958,0.000231018
98297,7066,73,13701,0.005328078
98069,12076,101,30554,0.003305623
98304,7031,41,99123,0.000413628
98297,7066,16,13701,0.001167798
98118,20258,163,402,0.405472637
97995,12057,28,27164,0.001030776
98066,12010,220,22989,0.009569794
98301,7082,143,10531,0.013578957
98115,20127,105,822,0.127737226
98154,20365,3,1055,0.002843602
98103,20208,42,5941,0.007069517
98008,12057,4,27164,0.000147254
98270,7021,7,14500,0.000482759
98077,12041,1039,28412,0.036569055
98263,7092,43,29698,0.001447909
98316,7031,69,99123,0.000696105
98256,7061,6,38958,0.000154012
98095,20348,89,5844,0.015229295
98339,7059,264,133907,0.001971518
98305,7031,189,99123,0.001906722
98077,12041,106,28412,0.003730818
98088,12004,23,16426,0.001400219
98264,7092,31,29698,0.001043841
98306,7031,155,99123,0.001563714
98096,20348,20,5844,0.003422313
98288,7014,39,13404,0.002909579
98302,7082,2,10531,0.000189915
98048,12029,17,29971,0.000567215
98305,7031,40,99123,0.000403539
98126,20046,101,2817,0.035853745
98129,20569,11,1522,0.007227332
98248,7092,196,29698,0.006599771
98096,20348,106,5844,0.018138261
98276,7018,14,5257,0.002663116
98087,12004,1911,16426,0.116339949
98273,7018,686,5257,0.130492676
98299,7082,60,10531,0.005697465
98318,7031,86,99123,0.000867609
98171,20554,167,3914,0.042667348
98303,7031,179,99123,0.001805837
98325,7059,11,133907,8.21E-05
98229,30210,9,24031,0.000374516
98092,20242,86,7850,0.010955414
98166,20257,42,297,0.141414141
98288,7014,18,13404,0.001342883
98294,7022,29,12973,0.002235412
98115,20127,343,822,0.417274939
98337,7059,209,133907,0.001560785
98326,7059,1163,133907,0.008685132
98124,20492,142,2736,0.051900585
98295,7066,528,13701,0.038537333
98104,20208,86,5941,0.014475677
98130,20569,179,1522,0.11760841
98154,20262,25,794,0.031486146
98067,12010,508,22989,0.022097525
98063,12028,340,78169,0.00434955
98298,7066,39,13701,0.002846508
98059,12051,56,25477,0.002198061
98292,7022,1612,12973,0.124258074
97998,12057,20,27164,0.000736269
98076,12041,1007,28412,0.035442771
98082,12043,522,15390,0.033918129
98112,20397,243,20910,0.011621234
98069,12076,97,30554,0.003174707
98341,7059,86,133907,0.000642237
98318,7031,42,99123,0.000423716
98170,20554,2,3914,0.000510986
98299,7082,10,10531,0.000949577
98288,7014,14,13404,0.001044464
98285,7047,214,14256,0.015011223
98270,7021,11,14500,0.000758621
98104,20208,338,5941,0.056892779
98260,7092,4,29698,0.000134689
98069,12076,13,30554,0.000425476
98304,7031,35,99123,0.000353097
98269,7021,4,14500,0.000275862
98152,20363,11,1856,0.005926724
98251,7092,9,29698,0.000303051
98304,7031,297,99123,0.002996277
98048,12029,26,29971,0.000867505
98296,7066,75,13701,0.005474053
98133,20161,19,2464,0.007711039
98009,12057,11,27164,0.000404948
98218,30210,54,24031,0.002247097
98246,30061,74,34733,0.002130539
98081,12009,178,4766,0.037347881
98043,12029,10,29971,0.000333656
98022,12011,157,32864,0.004777264
98107,20208,129,5941,0.021713516
98082,12009,327,4766,0.068610995
98114,20397,16,20910,0.000765184
98307,7031,125,99123,0.001261059
98060,12051,809,25477,0.031754131
98084,12004,61,16426,0.003713625
98070,12076,177,30554,0.005793022
98324,7059,27,133907,0.000201632
98302,7082,19,10531,0.001804197
98299,7082,279,10531,0.026493211
98300,7082,668,10531,0.063431773
98078,12041,177,28412,0.006229762
98291,7022,1004,12973,0.077391505
98067,12010,6,22989,0.000260994
98299,7082,37,10531,0.003513437
97990,12048,2,16490,0.000121286
99375,7031,140,99123,0.001412387
99344,7047,176,14256,0.012345679
99315,7061,46,38958,0.001180759
99399,7059,123,133907,0.000918548
99107,12029,11,29971,0.000367021
99362,7082,921,10531,0.087456082
99344,7047,90,14256,0.006313131
99359,7082,40,10531,0.00379831
99097,12029,374,29971,0.012478729
99338,7013,657,18238,0.036023687
99267,20057,22,15315,0.0014365
99383,7059,7,133907,5.23E-05
99403,7059,60,133907,0.000448072
99383,7059,8,133907,5.97E-05
99359,7082,34,10531,0.003228563
99079,12011,65,32864,0.001977848
99401,7059,616,133907,0.004600208
99107,12029,14,29971,0.000467118
99360,7082,17,10531,0.001614282
99082,12011,15,32864,0.000456426
99332,7018,25,5257,0.004755564
99054,12057,2,27164,7.36E-05
99123,12028,336,78169,0.004298379
99365,7031,252,99123,0.002542296
99383,7059,12,133907,8.96E-05
99361,7082,47,10531,0.004463014
99150,20242,626,7850,0.079745223
99215,20496,783,1711,0.457627119
99356,7066,11,13701,0.000802861
99329,7021,23,14500,0.001586207
99350,7081,552,29535,0.01868969
99126,12010,46,22989,0.002000957
99365,7031,220,99123,0.002219465
99355,7066,33,13701,0.002408583
99126,12010,809,22989,0.035190743
99310,7092,2,29698,6.73E-05
99199,20294,39,788,0.049492386
99296,30210,1655,24031,0.068869377
99398,7059,269,133907,0.002008857
99112,12044,112,6107,0.01833961
99361,7082,24,10531,0.002278986
99314,7061,13,38958,0.000333693
99363,7031,143,99123,0.001442652
99358,7082,110,10531,0.010445352
99164,20208,132,5941,0.022218482
99360,7082,8,10531,0.000759662
99131,12072,266,8803,0.030216971
99259,20057,326,15315,0.021286321
99125,12010,1485,22989,0.064596111
99258,20057,6,15315,0.000391773
99366,7031,114,99123,0.001150086
99053,12057,12,27164,0.000441761
99273,30091,13,20570,0.000631988
99349,7081,363,29535,0.012290503
99155,20348,50,5844,0.008555784
99315,7061,11,38958,0.000282355
99374,7031,169,99123,0.001704952
99054,12057,13,27164,0.000478575
99177,20258,119,402,0.2960199
99365,7031,123,99123,0.001240883
99255,20198,491,23858,0.020580099
99358,7066,29,13701,0.002116634
99322,7092,62,29698,0.002087683
99358,7066,23,13701,0.00167871
99177,20258,26,402,0.064676617
99126,12010,41,22989,0.001783462
99310,7092,76,29698,0.002559095
99199,20294,161,788,0.204314721
99358,7082,125,10531,0.011869718
99364,7031,357,99123,0.003601586
99359,7082,11,10531,0.001044535
99158,20469,30,23362,0.001284137
99366,7031,55,99123,0.000554866
99157,20348,223,5844,0.038158795
99360,7082,34,10531,0.003228563
99360,7082,75,10531,0.007121831
99107,12029,10,29971,0.000333656
99100,12029,1,29971,3.34E-05
99109,12044,13,6107,0.002128705
99328,7021,3,14500,0.000206897
99340,7047,2105,14256,0.147657127
99357,7066,96,13701,0.007006788
99356,7066,17,13701,0.001240785
99326,7021,4,14500,0.000275862
99334,7018,1198,5257,0.227886627
99325,7092,14,29698,0.000471412
99327,7021,1,14500,6.90E-05
99135,12041,7,28412,0.000246375
99071,12011,4,32864,0.000121714
99124,12028,473,78169,0.006050992
99202,20193,12,15,0.8
99345,7047,33,14256,0.002314815
99360,7082,30,10531,0.002848732
99048,12048,33,16490,0.002001213
99123,12028,1078,78169,0.013790633
99127,12076,598,30554,0.019571905
99324,7092,6,29698,0.000202034
99360,7082,169,10531,0.016047859
99365,7031,26,99123,0.0002623
99187,20046,160,2817,0.056798012
99107,12029,9,29971,0.00030029
99383,7059,6,133907,4.48E-05
99365,7031,13,99123,0.00013115
99195,20487,216,1497,0.144288577
99322,7092,7,29698,0.000235706
99346,7014,100,13404,0.00746046
99353,7081,1103,29535,0.037345522
99356,7066,49,13701,0.003576381
99276,30210,10,24031,0.000416129
99057,12057,29,27164,0.001067589
99189,20569,9,1522,0.005913272
99383,7059,7,133907,5.23E-05
99334,7018,14,5257,0.002663116
99107,12029,21,29971,0.000700677
99360,7082,52,10531,0.004937803
99356,7066,98,13701,0.007152763
99165,20208,88,5941,0.014812321
99383,7059,22,133907,0.000164293
99159,20469,44,23362,0.0018834
99311,7092,108,29698,0.003636609
99283,30210,12,24031,0.000499355
99357,7066,78,13701,0.005693015
99163,20208,16,5941,0.002693149
99049,12048,375,16490,0.022741055
99329,7021,34,14500,0.002344828
99357,7066,58,13701,0.004233268
99360,7082,48,10531,0.004557972
99193,20161,34,2464,0.013798701
99331,7018,168,5257,0.03195739
99358,7066,101,13701,0.007371725
99360,7082,14,10531,0.001329408
99166,20208,108,5941,0.018178758
99355,7066,283,13701,0.020655427
99307,7092,151,29698,0.005084517
99325,7092,7,29698,0.000235706
99355,7066,279,13701,0.020363477
99116,12051,94,25477,0.003689602
99270,30091,334,20570,0.016237239
99358,7082,69,10531,0.006552084
99363,7031,138,99123,0.00139221
99331,7018,81,5257,0.015408027
99199,20294,124,788,0.157360406
99142,12043,109,15390,0.007082521
99326,7021,7,14500,0.000482759
99365,7031,62,99123,0.000625486
99256,20207,11,15313,0.000718344
99359,7082,41,10531,0.003893267
99255,20207,6,15313,0.000391824
99116,12051,433,25477,0.016995722
99055,12057,15,27164,0.000552201
99164,20208,61,5941,0.010267632
99365,7031,40,99123,0.000403539
99353,7022,34,12973,0.002620828
99348,7081,99,29535,0.003351955
99175,20370,267,402,0.664179104
99047,12048,5,16490,0.000303214
99117,12051,111,25477,0.004356871
99360,7082,19,10531,0.001804197
99345,7081,401,29535,0.013577112
99356,7066,2,13701,0.000145975
99158,20469,70,23362,0.002996319
99332,7018,99,5257,0.018832033
99348,7014,171,13404,0.012757386
99137,12020,387,15931,0.02429226
99184,20144,58,847,0.068476978
99138,12069,336,7985,0.042078898
99327,7021,581,14500,0.040068966
99165,20208,51,5941,0.008584413
99082,12011,6,32864,0.000182571
99383,7059,7,133907,5.23E-05
99342,7047,80,14256,0.005611672
99363,7031,124,99123,0.001250971
99312,7061,212,38958,0.005441758
99328,7021,5,14500,0.000344828
99162,20208,51,5941,0.008584413
99070,12011,7,32864,0.000212999
99202,20193,3,15,0.2
99329,7021,232,14500,0.016
99325,7092,8,29698,0.000269378
99051,12057,780,27164,0.028714475
99397,7059,19,133907,0.00014189
99326,7021,16,14500,0.001103448
99232,20554,13,3914,0.00332141
99364,7031,218,99123,0.002199288
99350,7081,70,29535,0.002370069
99311,7092,66,29698,0.002222372
99293,30210,132,24031,0.005492905
99344,7047,355,14256,0.024901796
99355,7066,13,13701,0.000948836
99118,12051,83,25477,0.00325784
99170,20480,33,859,0.038416764
99139,12069,472,7985,0.059110833
99363,7031,93,99123,0.000938228
99130,12072,227,8803,0.025786664
99358,7082,25,10531,0.002373944
99360,7082,129,10531,0.012249549
99225,20257,255,297,0.858585859
99364,7031,99,99123,0.000998759
99107,12029,7,29971,0.000233559
99148,12004,345,16426,0.021003287
99326,7021,279,14500,0.019241379
99344,7047,66,14256,0.00462963
99351,7022,698,12973,0.053804055
99360,7082,15,10531,0.001424366
99051,12048,1507,16490,0.09138872
99060,12057,28,27164,0.001030776
99359,7082,430,10531,0.04083183
