GRIDCODE,CVENTMUN,Ft
87579,20337,0.054159061
87581,20435,0.104616365
87581,20031,0.035720042
87581,20435,0.096793909
87581,20435,0.021379969
87581,20435,0.021708071
87582,20435,0.279335683
87583,20435,0.00919347
87587,20323,0.350669893
87609,20513,0.209613303
87609,20198,0.083871459
87610,20198,0.205775408
87611,20198,0.032179706
87628,20407,0.094785492
87673,7061,0.014746622
87678,7012,0.130206792
87699,7023,0.033098502
87700,7023,0.193842329
87701,7023,0.148441282
87702,7023,0.091497925
87702,7078,0.101004888
87703,7023,0.077984423
88495,12021,0.019746898
88496,12021,0.066293421
88497,12021,0.042043455
88497,12021,0.000332148
88505,12001,0.134241125
88506,12001,0.01101705
88514,12001,0.104962842
88537,12076,0.022028919
88542,12041,0.041114216
88543,12041,0.03502374
88568,20020,0.101016742
88569,20469,0.0294632
88569,20020,0.244191537
88570,20469,0.043871308
88570,20020,0.248111954
88571,20020,0.211025284
88574,20073,0.084069563
88577,20446,0.388157313
88581,20372,0.069905033
88581,20133,0.135895177
88581,20133,0.096580975
88581,20133,0.123978476
88582,20269,0.098087121
88582,20133,0.099209217
88583,20269,0.04113952
88583,20269,0.041353929
88583,20269,0.025699368
88583,20269,0.090677339
88583,20269,0.075234187
88584,20026,0.061121895
88584,20269,0.005554087
88605,20494,0.296160618
88606,20494,0.292349101
88621,20546,0.004062429
88621,20550,1
88622,20546,0.025205867
88624,20356,0.587577845
88624,20560,0.00816644
88624,20560,0.000410188
88624,20560,0.00078514
88625,20560,0.244563988
88625,20560,0.057607455
88625,20560,0.036352608
88633,20298,0.375920679
88633,20506,0.01486951
88637,20337,0.016149239
88638,20517,0.160885559
88638,20337,0.377761136
88640,20435,0.216669884
88640,20031,0.02513272
88640,20435,0.089020753
88640,20031,0.010890403
88647,20275,0.093727204
88648,20275,0.261386232
88649,20275,0.057479366
88670,20198,0.20894972
88671,20198,0.200820644
88672,20198,0.259805803
88673,20198,0.008597261
88731,7061,0.06498837
88732,7061,0.001402287
88737,7012,0.172640897
88762,7023,0.21583275
88765,7093,0.067165274
89553,12021,0.027736827
89554,12021,0.058116078
89563,12001,0.104213558
89564,12001,0.019411171
89573,12001,0.039930158
89573,12001,0.010341672
89597,12076,0.009859398
89602,12041,0.056431027
89603,12041,0.046634797
89636,20532,0.114607863
89636,20446,0.228013896
89639,20133,0.113467348
89640,20133,0.13998407
89642,20269,0.154465334
89665,20494,0.152885478
89666,20494,0.258604803
89666,20135,0.042955377
89667,20135,0.050578182
89670,20092,0.019974431
89670,20310,0.344930317
89670,20310,0.070956187
89681,20546,0.190833842
89681,20546,0.014066482
89683,20356,0.412422155
89683,20560,0.018944552
89691,20298,0.242320083
89691,20506,0.239505415
89692,20298,0.028096286
89696,20337,0.12260754
89696,20337,0.022340603
89697,20031,0.040462362
89697,20337,0.160035022
89697,20337,0.09734131
89697,20337,0.030513242
89698,20031,0.025286841
89698,20031,0.151755239
89698,20031,0.022505997
89699,20031,0.090555043
89699,20031,0.160196371
89699,20031,0.083371506
89700,20003,0.069910668
89700,20031,0.031957877
89702,20003,0.004041875
89703,20394,0.071204962
89703,20003,0.113667241
89704,20394,0.135189656
89704,20394,0.01759771
89704,20394,0.004884559
89705,20275,0.149647979
89705,20394,0.066461921
89706,20275,0.220667705
89790,7061,0.074057997
89790,7061,0.005658936
89796,7012,0.129774899
89796,7079,0.104084845
89796,7012,0.039493549
89798,7079,0.28026734
89821,7023,0.154235042
89824,7093,0.12683822
89825,7093,0.323514771
90600,12011,0.004956075
90612,12021,0.088628237
90622,12001,0.108843625
90662,12041,0.046931389
90663,12041,0.014085319
90695,20532,0.277496786
90698,20133,0.007281121
90698,20133,0.225020126
90701,20269,0.10764312
90701,20269,0.028670531
90708,20218,0.607737478
90723,20426,0.264266602
90725,20135,0.05651961
90725,20426,0.109958712
90726,20135,0.076208893
90727,20135,0.074392984
90727,20092,0.124780286
90727,20135,0.018347939
90727,20135,0.096239992
90728,20092,0.444695763
90728,20092,0.020551816
90728,20092,0.027463872
90729,20092,0.230931702
90729,20310,0.01939082
90729,20092,0.131602131
90729,20310,0.052252377
90729,20310,0.117210453
90730,20310,0.395259846
90730,20399,0.511900296
90731,20067,1
90731,20399,0.488099704
90740,20546,0.187172879
90741,20546,0.014037364
90742,20546,0.010015928
90742,20560,0.263723746
90750,20506,0.213761355
90751,20506,0.53186372
90755,20031,0.035896378
90755,20337,0.020723005
90756,20031,0.024237292
90756,20337,0.061608292
90756,20031,0.099277117
90756,20337,0.036761549
90759,20003,0.030772907
90759,20031,0.098496926
90760,20003,0.146810523
90760,20003,0.153348388
90761,20003,0.319196744
90762,20394,0.015428532
90762,20394,0.008278963
90762,20454,0.084829161
90762,20003,0.162251653
90763,20394,0.008891625
90763,20394,0.142144915
90763,20454,0.092099527
90764,20275,0.143700848
90764,20394,0.023352845
90778,20207,0.016299577
90849,7061,0.038895565
90849,7061,0.044295939
90854,7012,0.121690765
90854,7079,0.409716004
90855,7079,0.20593181
90866,7085,0.012203009
90867,7085,0.291455164
90868,7085,0.078759155
90880,7023,0.025732657
90880,7056,0.618423455
90884,7093,0.421408983
90885,7112,0.189360462
90885,7093,0.018003066
90885,7064,0.305385766
90932,7059,0.011782431
90932,7059,0.003946779
91659,12011,0.103192868
91671,12021,0.066391713
91680,12021,0.022663981
91681,12021,0.014265464
91681,12001,0.006971402
91722,12041,0.040534411
91722,12041,0.003597378
91722,12041,0.035259293
91754,20532,0.312197383
91755,20532,0.062294862
91757,20379,0.324385178
91757,20133,0.058583491
91760,20269,0.138978566
91763,20445,1
91767,20430,0.274125861
91767,20218,0.392262522
91782,20426,0.155464679
91783,20426,0.316943917
91784,20426,0.15336609
91784,20135,0.071008134
91785,20135,0.123954515
91786,20135,0.133304826
91786,20135,0.057209217
91787,20135,0.009932174
91787,20135,0.012593699
91787,20135,0.044352393
91787,20135,0.078842753
91788,20135,0.035479631
91799,20546,0.141173082
91800,20546,0.277712988
91801,20546,0.049919218
91801,20560,0.205184184
91815,20437,0.022344148
91815,20031,0.02550471
91816,20437,0.035957577
91816,20031,0.0269923
91823,20275,0.067789004
91823,20394,0.119700484
91837,20207,0.074315076
91907,7061,0.030268019
91907,7061,0.004312725
91908,7061,0.098302626
91913,7012,0.271830279
91939,7026,0.148684442
91939,7056,0.381576545
91943,7093,0.043069686
91944,7112,0.010399165
91945,7112,0.368438911
91946,7112,0.431801462
91958,7059,0.008775164
91959,7059,0.00133352
91986,7059,0.001674579
91991,7059,0.001864634
91992,7059,0.007066579
92718,12011,0.083399256
92719,12011,0.00311388
92719,12011,0.003507338
92719,12011,0.002404237
92730,12021,0.038176728
92739,12021,0.03320334
92781,12041,0.030368432
92782,12041,0.044279141
92788,12078,0.053219318
92789,12078,0.203025442
92790,12043,0.043463397
92790,12078,0.171356687
92813,20532,0.233403106
92813,20397,0.01645069
92815,20379,0.322672335
92815,20379,0.016367334
92816,20379,0.023424203
92818,20397,0.006423142
92819,20397,0.046432681
92819,20269,0.078251565
92819,20397,0.036761975
92819,20110,0.216001803
92820,20110,0.783998197
92826,20492,0.031156692
92826,20430,0.374771687
92826,20492,0.091567438
92826,20430,0.126790715
92826,20492,0.018722546
92827,20430,0.224311737
92847,20227,0.725706031
92847,20135,0.018079683
92848,20227,0.274293969
92858,20546,0.016111308
92858,20365,0.020960826
92858,20365,0.006950986
92859,20546,0.004940953
92859,20365,0.047272191
92859,20546,0.06474766
92859,20365,0.076065089
92859,20365,0.128819274
92860,20560,0.003254762
92860,20262,0.006271743
92860,20365,0.025061398
92860,20560,0.010029351
92860,20262,0.246845607
92860,20560,0.073430068
92874,20437,0.014140466
92874,20437,0.122123015
92874,20437,0.000203022
92874,20437,0.021998822
92875,20437,0.144905467
92875,20437,0.00178331
92875,20437,0.069619927
92875,20437,0.008102939
92876,20437,0.106091519
92876,20437,0.047947658
92876,20454,0.020713798
92877,20437,0.13685596
92877,20454,0.56855976
92877,20031,0.011760878
92878,20454,0.233797754
92881,20394,0.018089793
92882,20394,0.02022101
92896,20207,0.119610104
92966,7061,0.004577542
92967,7061,0.10406248
92971,7012,0.000112285
92972,7012,0.050535597
92979,7029,0.174901804
92982,7085,0.335847262
92998,7026,0.228445454
92999,7026,0.329647777
93015,7059,0.004289614
93016,7059,0.009842119
93016,7059,0.005683008
93016,7059,0.005768484
93017,7059,0.002864924
93017,7059,0.011140869
93018,7059,0.01031854
93044,7059,0.003361849
93045,7059,0.014424636
93771,12057,0.012289004
93797,12021,0.032951758
93798,12021,0.027955271
93798,12021,0.01762432
93840,12041,0.009267793
93841,12041,0.070898679
93846,12078,0.079555624
93847,12078,0.193237971
93848,12078,0.051141204
93849,12043,0.034690533
93850,12043,0.02376056
93874,20379,0.313150949
93874,20397,0.018424027
93878,20397,0.031721326
93878,20397,0.0294701
93878,20397,0.041488264
93878,20397,0.076531735
93884,20492,0.104298887
93885,20492,0.044122526
93904,20531,0.002513786
93906,20539,0.455938708
93917,20365,0.200718398
93919,20262,0.084631614
93920,20262,0.179971596
93920,20262,0.144386323
93920,20443,0.015071046
93920,20262,0.029371272
93920,20443,0.023202266
93921,20262,0.014115875
93921,20443,0.110083716
93921,20560,0.023218542
93921,20560,0.028293977
93921,20443,0.006094394
93921,20560,0.026035
93922,20443,0.016499157
93927,20299,0.184508719
93927,20299,0.225375382
93932,20060,0.130681633
93934,20437,0.084865089
93939,20394,0.102929845
93939,20502,0.073872564
93940,20394,0.094082354
93940,20394,0.02621926
93941,20394,0.113872985
93942,20190,0.034408842
93942,20394,0.01144858
93943,20190,0.008838615
93955,20207,0.001019743
93956,20207,0.112078769
94026,7061,0.021366953
94027,7061,0.046359552
94027,7061,0.014770006
94038,7029,0.137159647
94039,7029,0.512092965
94040,7029,0.175845584
94040,7013,1
94040,7085,0.205329251
94041,7085,0.076406159
94057,7026,0.063406632
94072,7059,0.000797284
94073,7059,0.011222519
94103,7059,0.014800264
94820,12057,0.006783983
94821,12057,0.002207073
94821,12057,0.00874008
94830,12057,0.018685073
94856,12021,0.06260753
94867,12029,0.000539565
94868,12029,0.019353147
94869,12029,0.020717719
94869,12029,0.005410096
94899,12041,0.098117568
94905,12078,0.197736133
94918,20469,0.077815144
94933,20397,0.05343791
94935,20397,0.017117372
94936,20397,0.129769627
94937,20397,0.050644185
94940,20086,0.436633343
94943,20492,0.034676207
94943,20119,0.28802901
94948,20046,0.025184015
94949,20046,0.000156837
94949,20006,0.057637875
94963,20102,0.535197309
94963,20531,0.997486214
94964,20102,0.245916119
94964,20102,0.017886542
94965,20063,0.270257156
94965,20539,0.544061292
94965,20102,0.20100003
94965,20063,0.729742844
94976,20365,0.174816407
94978,20443,0.037791212
94979,20262,0.066147741
94979,20443,0.149391915
94980,20443,0.056779056
94981,20443,0.110217574
94981,20473,0.206566469
94982,20473,0.189248836
94982,20138,0.083828113
94983,20473,0.118484296
94983,20138,0.131063388
94984,20473,0.054731873
94984,20138,0.149878595
94985,20303,0.636459767
94985,20138,0.004533283
94985,20522,0.663092135
94985,20522,0.268529914
94985,20522,0.006007792
94985,20303,0.161637848
94985,20303,0.16582632
94985,20138,0.060112889
94985,20303,0.028265127
94985,20138,0.089118165
94985,20303,0.007810939
94985,20138,0.052161154
94986,20299,0.349889376
94986,20522,0.062370159
94986,20138,0.163500503
94986,20246,0.083134313
94986,20299,0.240226523
94987,20246,0.15389214
94987,20246,0.710833939
94987,20038,0.166275469
94988,20246,0.052139608
94988,20038,0.03870103
94991,20060,0.685355006
94992,20060,0.183963361
94992,20437,0.046759174
94992,20554,0.017759682
94992,20437,0.040036633
94992,20554,0.007165983
94992,20554,0.020377184
94993,20437,0.038382386
94993,20437,0.035191824
94993,20437,0.022691064
94993,20554,0.031776794
94994,20554,0.02227889
94997,20502,0.055512158
94997,20502,0.094554336
94998,20502,0.134491379
95002,20190,0.036775102
95015,20207,0.095240889
95033,20057,0.006526578
95034,20057,0.040536727
95035,20057,0.019418081
95149,7059,0.005889336
95150,7059,0.002834958
95150,7059,0.004430842
95150,7059,0.014683758
95160,7059,0.012161439
95161,7059,0.013562475
95162,7059,5.76E-05
95879,12057,0.016824571
95880,12057,0.021513263
95889,12057,0.007565164
95890,12057,0.009109598
95901,12011,0.015884438
95925,12029,0.019187227
95926,12029,0.035926054
95927,12029,0.009682478
95955,12063,0.223471408
95956,12063,0.012803701
95958,12041,0.060953265
95963,12009,0.051514203
95963,12043,0.182791443
95964,12043,0.051088785
95964,12043,0.166372682
95964,12078,0.05072762
95972,20016,0.088734246
95973,20016,0.093800922
95976,20469,0.006803018
95977,20469,0.206425472
95994,20397,0.102493489
95995,20397,0.035719804
95996,20050,0.005099274
95999,20050,0.191488187
95999,20086,0.563366657
96000,20050,0.048088189
96001,20119,0.035203132
96002,20119,0.053979964
96002,20119,0.230937936
96007,20492,0.085369429
96007,20046,0.076542252
96007,20006,0.009358572
96008,20006,0.024801366
96011,20217,0.609452304
96012,20569,0.124863918
96025,20178,0.150457226
96025,20338,1
96025,20178,0.152623203
96026,20178,0.233015994
96035,20365,0.177508161
96037,20262,0.005071116
96037,20443,0.155936144
96044,20114,0.009229401
96044,20503,0.379692089
96044,20138,0.029072454
96045,20114,0.142722345
96045,20138,0.236731455
96046,20038,0.093455302
96047,20038,0.086323762
96047,20038,0.241892333
96048,20038,0.244129484
96051,20554,0.081307535
96053,20554,0.065014329
96053,20554,0.025479038
96054,20502,0.169920585
96054,20554,0.02989721
96054,20554,0.02513767
96055,20502,0.040036789
96055,20502,0.249016228
96056,20502,0.027935732
96056,20502,0.147626567
96061,20190,0.005608221
96061,20190,0.032436461
96074,20207,0.088254003
96086,20057,0.013517543
96087,20057,0.023090126
96090,20057,0.004085895
96094,20057,0.025434965
96095,20057,0.022145722
96177,7026,0.176860378
96178,7066,0.089975275
96178,7026,0.030609884
96178,7066,0.083656463
96179,7066,0.006542763
96179,7066,0.004526798
96185,7031,0.024293873
96208,7059,0.005534779
96209,7059,0.039267322
96210,7059,0.001258412
96218,7059,0.008030836
96218,7059,0.019205796
96219,7059,0.011839542
96222,7059,9.66E-06
96938,12057,0.005497527
96939,12057,0.017750894
96939,12057,0.002550027
96940,12057,0.02257993
96949,12057,0.01813467
96960,12011,0.016031759
96961,12011,0.05531895
96983,12029,0.025804553
96984,12029,0.030008236
96996,12051,0.026517553
97013,12063,0.172097115
97014,12063,0.35088155
97017,12041,0.069064597
97018,12041,0.006063988
97020,12009,0.11873778
97021,12009,0.223913283
97022,12009,0.045424366
97022,12043,0.016378134
97023,12043,0.039907719
97023,12043,0.025183767
97023,12043,0.19161156
97031,20016,0.090267556
97032,20016,0.557960727
97032,20242,0.05762486
97033,20016,0.018425938
97033,20242,0.176669326
97034,20016,0.150810611
97034,20242,0.054442253
97034,20242,0.060239605
97034,20242,0.009092248
97035,20242,0.108655102
97035,20348,0.041241965
97035,20348,0.073029996
97035,20348,0.017376128
97036,20469,0.031573059
97036,20348,0.011158103
97036,20348,0.037502779
97051,20397,0.004732461
97052,20397,0.094339676
97053,20397,0.017894736
97055,20050,0.029087965
97055,20127,0.588320246
97056,20127,0.072817742
97059,20050,0.726236385
97059,20258,0.036578444
97060,20119,0.34310117
97065,20492,0.046733036
97066,20492,0.228929466
97066,20046,0.114962191
97069,20046,0.019466146
97070,20217,0.390547696
97070,20046,0.023463
97070,20569,0.115803304
97071,20569,0.255208073
97073,20094,0.36556499
97074,20094,0.608533318
97075,20094,0.025901693
97084,20178,0.036756166
97085,20178,0.021149516
97086,20178,0.375949273
97087,20178,0.030048622
97087,20544,0.089962192
97092,20363,0.047062382
97093,20363,0.114309817
97093,20365,0.096709988
97094,20365,0.045117283
97096,20443,0.049253675
97097,20443,0.107687474
97097,20443,0.020364886
97101,20473,0.220948097
97103,20503,0.452192199
97103,20503,0.065065677
97103,20120,0.01191666
97103,20442,0.005983271
97104,20114,0.081740477
97104,20503,0.056149486
97104,20114,0.073185731
97104,20503,0.046900549
97104,20114,0.418080508
97104,20114,0.132470813
97104,20120,0.014045941
97106,20257,0.288763994
97106,20038,0.098247643
97107,20257,0.069028487
97107,20038,0.030974977
97110,20554,0.061265383
97112,20554,0.024391413
97112,20554,0.02000834
97113,20554,0.006689731
97113,20554,0.005139208
97114,20502,0.007033661
97120,20190,0.025673748
97121,20190,0.018098441
97133,20207,0.073572592
97134,20207,0.068736831
97135,20207,0.000217491
97136,20207,0.024510688
97137,20057,0.02549077
97138,20057,0.023524902
97138,20207,0.001475867
97146,20057,0.002213661
97146,20057,0.061060834
97146,20057,0.004718429
97147,20057,0.009173688
97147,20057,0.031373361
97147,20057,0.055252527
97148,20057,0.03258377
97149,20057,0.001201381
97153,20057,0.021570613
97154,20057,0.059003823
97154,20407,0.00226258
97154,20057,0.007001968
97154,20407,0.000710129
97154,20407,0.019010611
97155,20407,0.049614976
97230,7014,0.222537417
97236,7066,0.047036704
97237,7066,0.187662242
97243,7031,0.000480703
97243,7082,0.18861274
97243,7082,0.030095097
97243,7082,0.025396238
97244,7031,0.006006985
97269,7059,0.031965129
97276,7059,0.009276017
97277,7059,0.013595091
97277,7059,0.004094403
97278,7059,0.001479643
97278,7059,0.02915064
97278,7059,0.001712044
97279,7059,0.024494135
97280,7059,0.023607178
97281,7059,0.01934119
97998,12057,0.016989096
97999,12057,0.001805901
98000,12057,0.01708117
98008,12057,0.016871418
98009,12057,0.001491088
98020,12011,0.00701813
98021,12011,0.025255785
98021,12011,0.021133864
98022,12011,0.00418471
98022,12011,0.016200671
98041,12029,0.017483542
98042,12029,0.002678733
98042,12029,0.010897833
98055,12051,0.155586011
98067,12010,0.020792249
98067,12076,0.041087691
98068,12010,0.000911238
98068,12076,0.251743605
98069,12076,0.241239518
98070,12076,0.000176473
98072,12063,0.240746226
98072,12072,0.060189991
98076,12041,0.018109304
98077,12009,0.063893365
98077,12041,0.064349153
98078,12009,0.090431357
98078,12009,0.185966207
98078,12041,0.002516276
98079,12009,0.069369196
98079,12009,0.010395349
98082,12009,0.053041859
98082,12043,0.202267949
98091,20242,0.049598136
98093,20242,0.026382836
98093,20242,0.148572668
98095,20348,0.101151604
98096,20348,0.131678053
98097,20348,0.119028273
98097,20348,0.004601444
98104,20208,0.132729937
98105,20208,0.1245803
98106,20208,0.109759545
98107,20208,0.080159153
98110,20480,0.032344882
98110,20397,0.105191858
98115,20127,0.338862012
98118,20258,0.242961784
98118,20258,0.155898039
98119,20258,0.125220584
98119,20119,0.048748787
98122,20492,0.009198003
98122,20195,1
98123,20492,0.054417626
98124,20492,0.033239218
98125,20046,0.104908367
98126,20046,0.035733242
98128,20046,0.00269193
98129,20046,0.123497093
98129,20569,0.375769796
98139,20294,0.001458564
98143,20193,0.029465289
98146,20504,0.892307607
98146,20544,0.183036734
98151,20363,0.202708545
98151,20363,0.059336604
98152,20363,0.145131518
98155,20443,0.02829448
98156,20443,0.113333005
98156,20496,0.484464499
98160,20473,0.062921537
98160,20442,0.010011252
98160,20473,0.088863376
98161,20442,0.169691193
98161,20442,0.128122261
98161,20473,0.054215199
98161,20442,0.009486517
98162,20097,0.010705367
98162,20120,0.43221305
98162,20120,0.18480533
98162,20442,0.081840188
98162,20120,0.115531185
98163,20097,0.244870806
98163,20114,0.142570725
98163,20120,0.016476229
98163,20120,0.104627764
98163,20120,0.120383841
98165,20257,0.040554146
98165,20257,0.043537102
98166,20257,0.288185759
98166,20257,0.009936362
98169,20554,0.086035763
98180,20190,0.059397491
98181,20190,0.016796683
98193,20207,8.34E-05
98194,20207,0.07148229
98195,20207,0.046348771
98196,20057,0.026199548
98196,20207,0.021094423
98197,20057,0.00725969
98197,20207,0.066647227
98198,20207,0.045899798
98205,20057,0.061533503
98205,20057,0.008546329
98209,20057,0.025993513
98209,30091,0.003475791
98210,20057,0.085411554
98211,20057,0.076949226
98212,20057,0.078128935
98214,20407,0.038086613
98214,30091,0.005396894
98270,7021,0.082408171
98271,7021,0.192056013
98272,7021,0.086396317
98272,7018,0.212831124
98273,7018,0.093581343
98273,7018,0.042828757
98288,7014,0.750213108
98289,7014,0.027249475
98295,7026,0.022345432
98295,7066,0.169808731
98302,7082,0.018831445
98302,7082,0.237376328
98303,7031,0.000260743
98303,7082,0.10855922
98303,7031,0.017950466
98304,7031,0.024201793
98305,7031,0.027951396
98306,7031,0.023547747
98328,7059,0.024458876
98334,7059,0.011848732
98335,7059,0.029365803
99051,12048,0.006241847
99051,12057,0.0032353
99057,12057,0.019322796
99059,12057,0.016485108
99060,12057,0.01148065
99067,12057,0.019149539
99081,12011,0.081382586
99096,12029,0.016202181
99097,12029,0.029718257
99098,12029,0.038957093
99099,12029,0.033870874
99100,12029,0.027927228
99111,12044,0.088918887
99112,12044,0.123454551
99114,12051,0.10701249
99115,12051,0.039515828
99128,12076,0.026631433
99129,12072,0.145693379
99129,12076,0.05862737
99129,12072,0.069072778
99130,12072,0.235643572
99131,12072,0.093511387
99137,12009,0.017189934
99137,12009,0.036594467
99137,12009,0.033528632
99137,12020,0.148555383
99141,12066,0.032389439
99141,12069,0.066170639
99141,12043,0.022483471
99151,20242,0.147195224
99152,20242,0.086975266
99156,20348,0.009441159
99157,20348,0.082390089
99158,20348,0.001526079
99159,20469,0.004368759
99159,20469,0.001325654
99160,20469,0.08498919
99161,20469,0.02513645
99161,20208,0.032166046
99162,20469,0.112271051
99162,20208,0.059483617
99163,20208,0.028982133
99164,20208,0.055767014
99166,20208,0.069874677
99167,20208,0.088166294
99169,20480,0.149479115
99169,20480,0.025257854
99169,20480,0.25443959
99171,20480,0.24545678
99171,20397,0.084954944
99175,20370,0.2519572
99176,20258,0.068382659
99176,20258,0.022153456
99176,20172,0.206196213
99176,20258,0.015291249
99176,20172,0.059637891
99176,20172,0.02518675
99176,20172,0.086524463
99177,20258,0.032239202
99177,20258,0.040269198
99177,20258,0.261005384
99177,20172,0.035221176
99181,20492,0.054543742
99181,20492,0.03415361
99181,20331,0.132454279
99182,20492,0.003206432
99182,20492,0.122698408
99182,20492,0.002966733
99182,20331,0.081368333
99185,20046,0.127820859
99186,20046,0.113526366
99187,20046,0.012799947
99188,20046,0.042491536
99188,20569,0.128354908
99188,20046,0.009971328
99188,20046,0.086722255
99192,20161,0.342769587
99194,20487,0.333223437
99195,20487,0.314544717
99198,20294,0.062713819
99199,20294,0.108511169
99202,20193,0.194707231
99205,20504,0.107692393
99205,20544,0.082769336
99206,20544,0.082179896
99210,20363,0.275118968
99212,20191,0.221858311
99212,20191,0.207399757
99213,20191,0.106846671
99213,20262,0.223187113
99215,20496,0.515535501
99218,20442,0.041189494
99218,20473,0.004020316
99219,20442,0.363869565
99221,20097,0.183780218
99222,20097,0.301024791
99225,20100,0.207191085
99225,20257,0.25999415
99228,20554,0.060562837
99229,20554,0.028363612
99229,20554,0.052465008
99230,20554,0.026411886
99239,20190,0.004983042
99239,20190,0.030573365
99240,20190,0.020016189
99240,20190,0.006951556
99240,20190,0.017539388
99240,20498,0.094339982
99241,20498,0.186598047
99242,20190,0.034672239
99242,20498,0.032149302
99243,20190,0.038519743
99272,30091,0.005785434
99273,30091,0.037619025
99273,30091,0.001733992
99274,30091,0.004708536
99274,30091,0.000942584
99274,30091,0.010836286
99274,30210,0.00548392
99275,30210,0.020014651
99276,30210,0.008872524
99321,7092,0.002813778
99322,7092,0.113908979
99323,7092,0.083868204
99326,7021,0.045596787
99331,7018,0.025471993
99331,7018,0.179045118
99331,7018,0.050645687
99332,7018,0.048772732
99354,7066,0.09563477
99355,7066,0.114887492
99359,7031,0.000664134
99359,7082,0.162271325
99360,7031,0.002780685
99360,7082,0.187473012
99361,7082,0.041384596
99365,7031,0.002638478
99386,7059,0.005389527
99387,7059,0.019124242
99392,7059,0.00108048
99393,7059,0.006510654
99393,7059,0.023547699
100110,12048,0.019708095
100115,12057,0.006653603
100116,12057,0.010530954
100119,12057,0.005979795
100120,12057,0.011672157
100126,12057,0.022500777
100140,12011,0.104324299
100154,12029,0.023511008
100155,12029,0.018322274
100170,12044,0.193383826
100173,12051,0.021252817
100174,12051,0.153009235
100179,12051,0.127661362
100188,12072,0.055884741
100188,12072,0.10158415
100188,12072,0.099598498
100189,12072,0.045249524
100196,12020,0.220557476
100200,12066,0.068108977
100209,20242,0.011057297
100210,20242,0.063495181
100217,20469,0.007240589
100217,20348,0.019399565
100218,20469,0.052701952
100218,20469,0.115001457
100219,20469,0.113501673
100220,20469,0.065909538
100220,20469,0.012788685
100220,20208,0.102737633
100220,20469,0.0088138
100226,20208,0.087250294
100226,20210,0.009517315
100226,20210,0.04234761
100227,20480,0.256647136
100227,20210,0.166443984
100228,20480,0.036374645
100232,20408,0.212666021
100233,20383,0.740031768
100233,20370,0.030048575
100234,20370,0.236308986
100234,20370,0.055866539
100234,20370,0.368017675
100235,20370,0.057801024
100235,20172,0.078589083
100235,20172,0.286817349
100240,20331,0.594406697
100246,20046,0.005185154
100247,20046,0.071187422
100248,20046,0.00369006
100251,20161,0.057880958
100252,20161,0.128196214
100252,20161,0.187219938
100253,20487,0.352231846
100258,20294,0.40211536
100259,20294,0.043046679
100261,20193,0.382051129
100262,20193,0.005809592
100265,20544,0.152601736
100266,20544,0.115078492
100269,20267,1
100269,20363,0.156332167
100271,20191,0.463895261
100271,20035,1
100278,20201,0.183689103
100278,20442,0.18980626
100281,20097,0.259618818
100281,20216,0.616950931
100282,20216,0.383049069
100283,20100,0.020064957
100283,20100,0.18434259
100283,20156,0.153511815
100284,20100,0.588401367
100289,20554,0.211240584
100289,20554,0.008576658
100289,20554,0.026495587
100301,20190,0.009984619
100302,20190,0.02424491
100303,20190,0.041535073
100331,30091,0.034662407
100335,30210,0.011207657
100336,30210,0.018578802
100337,30210,0.018458629
100338,30210,0.001782605
100350,30210,0.000343965
100351,30210,0.023134821
100352,30210,0.018963127
100353,30210,0.012476302
100353,30210,0.000816021
100375,7092,0.019271944
100376,7092,0.044199029
100377,7092,0.029396297
100378,7092,0.006004847
100379,7092,0.099326669
100380,7092,0.129783377
100381,7092,0.004712812
100382,7092,0.027168783
100382,7092,0.001078405
100383,7092,0.009113886
100385,7021,0.137981586
100387,7021,0.019721135
100387,7021,0.134451884
100388,7021,0.081645952
100390,7018,0.191107862
100403,7118,0.220714717
100404,7118,0.779285283
100404,7081,0.157567252
100405,7081,0.119908239
100406,7081,0.018552569
100407,7081,0.004681766
100408,7081,0.004000478
100409,7081,0.006782866
100410,7081,0.114558882
100411,7081,0.052421458
100413,7066,0.03549804
100413,7066,0.012053538
100414,7066,0.043960359
100414,7066,0.108756825
100418,7031,0.002101996
100418,7031,0.006029299
100418,7031,0.011048246
100418,7031,0.013210998
100418,7031,0.004221569
100432,7031,0.027844326
100433,7031,0.02362655
100434,7031,0.023103535
100435,7031,0.022219887
100436,7031,0.031066808
100437,7031,0.022844389
100438,7031,0.001113109
100445,7059,0.017017342
100446,7059,0.006998058
100450,7059,0.015865329
100451,7059,0.024278809
100452,7059,0.015780746
101169,12048,0.009065657
101169,12057,0.003842277
101174,12057,0.015694865
101179,12057,0.016420535
101184,12057,0.012908251
101185,12057,0.002817944
101199,12011,0.094400907
101212,12029,0.029453229
101213,12029,0.005972858
101229,12044,0.200952116
101233,12051,0.069996621
101234,12051,0.011584199
101236,12051,0.01510083
101237,12051,0.1530237
101238,12051,0.060268383
101247,12010,0.056329141
101247,12072,0.024396362
101247,12010,0.044439229
101247,12010,0.031974527
101248,12010,0.024004701
101248,12072,0.026435072
101254,12020,0.015125094
101255,12020,0.25924787
101258,12066,0.054043439
101259,12066,0.045992183
101273,20348,0.010632912
101274,20348,0.137311848
101275,20348,0.132010418
101276,20348,0.069463144
101278,20528,0.193635324
101278,20208,0.008159695
101279,20208,0.020183661
101288,20210,0.264517076
101289,20210,0.395447309
101289,20239,0.085156351
